name, hazType, meanXdist, meanYdist, meanAngle, meanSLdist, meanXspeed, meanYspeed, medianXdist, medianYdist, medianAngle, medianSLdist, medianXspeed, medianYspeed, stdXdist, stdYdist, stdAngle, stdSLdist, stdXspeed, stdYspeed, minXdist, minYdist, minAngle, minSLdist, minXspeed, minYspeed, maxXdist, maxYdist, maxAngle, maxSLdist, maxXspeed, maxYspeed, rangeXdist, rangeYdist, rangeAngle, rangeSLdist, rangeXspeed, rangeYspeed, skewXdist, skewYdist, skewAngle, skewSLdist, skewXspeed, skewYspeed, kurtXdist, kurtYdist, kurtAngle, kurtSLdist, kurtXspeed, kurtYspeed, cvXdist, cvYdist, cvAngle, cvSLdist, cvXspeed, cvYspeed, madXdist, madYdist, madAngle, madSLdist, madXspeed, madYspeed, action, RT
S39,2,-77.8422,-14.3187,-2.96,79.1484,16.8054,-0.0005,-77.8341,-14.3496,-2.9593,79.1458,16.8098,-0.0007,11.9713,2.3702,0.0023,12.2024,0.0139,0.0012,-98.6231,-18.3327,-2.9654,58.1185,16.7508,-0.0031,-57.219,-10.1856,-2.9574,100.3126,16.8174,0.0021,41.4041,8.1471,0.008,42.1941,0.0665,0.0052,-0.0021,0.0291,-0.739,0.001,-2.3119,0.1297,-1.1986,-1.2023,-0.695,-1.1988,4.5399,-0.0138,-0.1538,-0.1655,-0.0008,0.1542,0.0008,-2.3757,15.4065,3.0478,0.0023,15.7126,0.0045,0.001,1,2.46
S4,1,127.0063,6.8123,0.0619,127.2172,17.6729,0.0001,126.7828,6.8426,0.054,126.9679,17.6848,0.0003,44.4104,0.1163,0.0251,44.3294,0.2215,0.0021,50.6862,6.3423,0.0325,51.0815,17.2825,-0.0079,204.1982,6.9498,0.1245,204.3058,17.9558,0.0057,153.512,0.6074,0.092,153.2244,0.6734,0.0135,0.0119,-1.3532,0.8287,0.0132,-0.176,-0.6852,-1.2006,2.2106,-0.421,-1.2008,-1.3356,3.6698,0.3497,0.0171,0.405,0.3485,0.0125,26.2539,57.016,0.1032,0.0233,56.9494,0.3116,0.0009,3,6.46
S4,2,74.1002,14.0215,0.187,75.4152,17.7968,-0.0001,74.1649,14.075,0.1875,75.4886,17.8171,-0.0004,18.7761,3.5399,0.0011,19.1067,0.0592,0.0008,41.6127,7.8318,0.1808,42.3433,17.6457,-0.0015,105.4645,19.2811,0.1878,107.2125,17.8703,0.0023,63.8518,11.4493,0.007,64.8692,0.2245,0.0038,-0.0168,-0.0599,-3.2665,-0.0184,-1.0607,0.7172,-1.2221,-1.2535,12.0361,-1.2235,-0.0383,-0.0594,0.2534,0.2525,0.006,0.2534,0.0033,-5.1133,24.2571,4.6357,0.0002,24.6914,0.0412,0.0006,1,3.64
S4,0,100.8779,7.1159,0.0817,101.159,18.255,0.0001,102.4972,7.4825,0.073,102.771,18.2556,-0.0003,38.8414,0.6673,0.0307,38.7678,0.0275,0.0036,30.6758,5.0215,0.0453,31.0841,18.2071,-0.0074,164.7798,7.6473,0.1623,164.9494,18.3127,0.0048,134.1041,2.6257,0.1169,133.8654,0.1056,0.0122,-0.0988,-1.3997,0.8797,-0.0986,-0.0025,-0.3586,-1.1937,0.9594,-0.2199,-1.1937,-1.1227,-0.945,0.385,0.0938,0.375,0.3832,0.0015,35.7604,49.7386,0.2372,0.0288,49.6457,0.0349,0.0048,1,6.27
S40,1,121.7104,7.1653,0.0745,121.9711,19.0429,-0.0007,121.7377,7.3158,0.061,121.9646,19.0377,-0.0007,53.4,0.4244,0.0384,53.2875,0.034,0.001,29.4561,5.3704,0.0332,29.9416,18.9807,-0.0026,214.0225,7.4415,0.1803,214.1407,19.0955,0.0011,184.5664,2.0711,0.1471,184.199,0.1149,0.0038,-0.0007,-2.4099,1.0218,0.0007,-0.0164,-0.2393,-1.201,5.312,0.0191,-1.201,-1.169,-0.9531,0.4387,0.0592,0.515,0.4369,0.0018,-1.4962,68.5875,0.1628,0.0315,68.4435,0.043,0.0011,2,7.35
S40,2,84.3571,14.8479,0.1747,85.654,19.6686,0.0001,84.4325,14.899,0.1747,85.737,19.6793,-0.0007,19.0061,3.1835,0.0022,19.2699,0.0416,0.0015,51.4278,9.2868,0.1663,52.2596,19.5508,-0.0012,116.1533,19.4996,0.1787,117.7787,19.7193,0.0039,64.7255,10.2128,0.0123,65.5191,0.1685,0.0051,-0.0186,-0.0649,-1.1298,-0.0201,-1.0051,1.0929,-1.2207,-1.267,2.7047,-1.2224,0.2511,-0.2437,0.2253,0.2144,0.0125,0.225,0.0021,12.2781,24.6474,4.2075,0.0016,25.0042,0.0384,0.0006,1,3.34
S40,0,101.5269,6.9846,0.0845,101.8054,19.6045,0.0003,103.328,7.3523,0.071,103.5893,19.5975,0.0011,45.0231,0.9063,0.0377,44.945,0.0391,0.0032,20.4189,3.8627,0.0443,20.781,19.5195,-0.0097,175.751,7.7866,0.187,175.9234,19.6799,0.0272,155.3321,3.9239,0.1427,155.1424,0.1604,0.0369,-0.0945,-1.6768,0.9951,-0.0942,0.3404,1.4027,-1.1957,2.0534,-0.0763,-1.1949,-0.9426,14.4644,0.4435,0.1298,0.4462,0.4415,0.002,11.3895,57.7716,0.4573,0.031,57.6359,0.0435,0.0019,1,6.78
S41,2,88.5834,15.2924,0.1711,89.8938,19.5133,-0.0005,88.697,15.3521,0.1714,90.0158,19.515,-0.0006,15.4491,2.5609,0.0015,15.6592,0.0391,0.0011,61.7625,10.784,0.1642,62.6969,19.4369,-0.002,114.2609,18.9409,0.1729,115.8195,19.579,0.0018,52.4983,8.1569,0.0086,53.1226,0.1422,0.0039,-0.0283,-0.0891,-2.5486,-0.0302,-0.1513,0.6262,-1.2255,-1.2738,7.1937,-1.2274,-1.1346,-0.6388,0.1744,0.1675,0.0089,0.1742,0.002,-2.2566,20.0899,3.4015,0.0008,20.3757,0.05,0.0012,1,2.74
S41,1,113.4541,6.3872,0.0729,113.6761,18.2408,0,113.3748,6.6577,0.0599,113.5782,18.2515,-0.0004,53.9126,0.7571,0.0369,53.8284,0.0573,0.0013,20.7707,3.2604,0.032,21.025,18.0512,-0.0023,206.8723,6.8692,0.1557,206.9784,18.314,0.003,186.1017,3.6088,0.1237,185.9534,0.2628,0.0053,0.0051,-2.4118,0.796,0.0052,-1.4202,0.3619,-1.2032,5.0474,-0.6324,-1.202,1.7833,-0.9196,0.4752,0.1185,0.5065,0.4735,0.0031,-33.8187,69.3009,0.1377,0.033,69.1613,0.0436,0.0015,1,7.67
S41,0,89.7842,6.4212,0.1732,90.2062,20.0499,-0.0001,91.9577,7.3464,0.0801,92.2534,20.0323,0.0002,53.3094,1.6426,0.3665,53.0082,0.0339,0.0029,-3.9905,1.6104,0.0413,2.0173,20.0062,-0.0053,177.528,7.4803,2.758,177.6794,20.1205,0.0093,181.5185,5.8699,2.7168,175.6621,0.1143,0.0146,-0.0857,-1.5912,5.3259,-0.0745,0.6344,0.942,-1.2187,1.1636,29.5596,-1.2332,-1.0947,1.6676,0.5938,0.2558,2.1157,0.5876,0.0017,-24.4701,68.7816,0.19,0.0463,68.5965,0.0239,0.0025,1,7.78
S42,1,174.3554,6.8822,0.0397,174.4921,17.3529,0,174.3326,6.873,0.0394,174.4677,17.3526,-0.0011,14.5554,0.0252,0.0032,14.5447,0.0799,0.0039,149.306,6.8489,0.0348,149.463,17.2067,-0.0054,199.4997,6.9535,0.0458,199.6208,17.4908,0.0078,50.1937,0.1046,0.011,50.1578,0.2841,0.0132,0.0039,1.3379,0.2426,0.0041,0.0023,0.5557,-1.1998,0.704,-1.1833,-1.1998,-1.1956,-0.8136,0.0835,0.0037,0.0814,0.0834,0.0046,-1109.2991,18.7477,0.0117,0.0041,18.7314,0.1026,0.0041,1,2.14
S42,0,98.4848,6.4398,0.0803,98.7317,19.0668,0.0035,100.038,6.7945,0.0687,100.2746,19.0097,0.0002,42.9638,0.7324,0.036,42.8859,0.1697,0.0221,21.7651,3.9659,0.0395,22.1234,18.7882,-0.0312,169.6861,6.8852,0.1802,169.8188,19.4452,0.1207,147.9211,2.9193,0.1407,147.6953,0.657,0.1519,-0.0827,-1.9478,0.8785,-0.0828,0.6847,4.1593,-1.201,2.662,-0.2691,-1.2001,-0.7194,18.1188,0.4362,0.1137,0.448,0.4344,0.0089,6.38,55.0742,0.1092,0.0328,54.9765,0.1321,0.0022,1,6.66
S43,0,90.2183,7.1593,0.094,90.5434,16.0033,-0.0004,91.8244,7.5027,0.0821,92.1345,16.0057,0,36.3093,0.6657,0.0385,36.2117,0.1112,0.0014,24.6067,4.8137,0.0499,25.0731,15.7719,-0.007,149.7569,7.5739,0.1932,149.9438,16.1937,0.0007,125.1502,2.7601,0.1433,124.8707,0.4218,0.0077,-0.1045,-1.8952,0.8537,-0.1042,-0.1514,-3.2037,-1.1946,2.6113,-0.3534,-1.1938,-0.9723,9.6041,0.4025,0.093,0.4093,0.3999,0.0069,-3.3045,46.5316,0.0973,0.0358,46.3747,0.134,0.0003,2,6.52
S43,2,58.026,12.4685,0.212,59.3506,15.9627,0.0003,58.0049,12.526,0.2123,59.3419,15.9865,0.0001,22.0271,4.6723,0.0014,22.517,0.1114,0.0006,20.0218,4.2727,0.2039,20.4726,15.7294,-0.0004,95.1402,19.6748,0.2132,97.1532,16.1197,0.0026,75.1184,15.4021,0.0093,76.6807,0.3903,0.003,-0.0043,-0.0441,-2.834,-0.0061,-0.4573,1.9621,-1.215,-1.2291,10.4315,-1.2158,-1.0545,3.9864,0.3796,0.3747,0.0068,0.3794,0.007,1.6605,28.4155,6.0547,0.0011,29.0533,0.1264,0.0002,1,4.75
S43,1,99.9275,6.7965,0.091,100.2157,15.5513,-0.0015,99.6647,7.2871,0.0731,99.9314,15.6132,0,50.5071,0.9821,0.049,50.4027,0.1906,0.0041,13.6875,3.077,0.0386,14.0291,15.1542,-0.019,187.7757,7.3004,0.2211,187.9157,15.8422,0.0019,174.0882,4.2233,0.1825,173.8866,0.688,0.0209,0.0147,-2.1675,0.9416,0.0149,-0.4666,-2.7473,-1.2058,3.7195,-0.2341,-1.2043,-0.9405,6.7518,0.5054,0.1445,0.5377,0.5029,0.0123,-2.7993,65.0148,0.0169,0.0406,64.7854,0.1928,0.0003,1,8.08
S44,3,-69.6535,17.8185,2.8915,71.8968,20.0727,-0.0021,-69.8498,17.8334,2.8916,72.0904,20.0759,-0.0018,10.5027,2.878,0.0026,10.8883,0.0243,0.0013,-87.436,12.8452,2.887,52.8809,20.0069,-0.0052,-51.297,22.7514,2.8962,90.3475,20.1067,-0.0003,36.139,9.9061,0.0092,37.4667,0.0998,0.0048,0.0406,-0.0124,-0.0107,-0.0387,-0.8641,-0.9454,-1.2057,-1.2064,-1.1904,-1.2057,0.1929,-0.0738,-0.1508,0.1615,0.0009,0.1514,0.0012,-0.6231,13.5191,3.7076,0.0034,14.0159,0.0214,0.001,1,1.85
S44,2,-86.6436,-15.4412,-2.9649,88.009,19.0168,-0.0009,-86.7321,-15.518,-2.9645,88.1094,19.0346,-0.001,14.95,2.471,0.0024,15.1513,0.0357,0.002,-111.509,-18.939,-2.9735,61.714,18.9142,-0.0043,-60.7169,-11.0491,-2.9616,113.1025,19.0441,0.0034,50.7921,7.8899,0.0119,51.3885,0.1299,0.0077,0.0259,0.1062,-1.2969,-0.0284,-1.4643,0.4327,-1.2262,-1.2678,2.0901,-1.228,0.8559,-0.7632,-0.1725,-0.16,-0.0008,0.1722,0.0019,-2.1532,19.3277,3.2798,0.0022,19.5987,0.0118,0.0019,1,2.72
S44,0,-99.5365,-6.8959,-3.0629,99.802,17.778,0.0003,-101.0081,-7.1487,-3.0709,101.2607,17.7614,0.0004,35.4405,0.4833,0.0278,35.3679,0.0643,0.0022,-157.8972,-7.2403,-3.0958,35.9133,17.667,-0.0042,-35.5487,-5.1043,-2.999,158.0631,17.9111,0.0058,122.3484,2.136,0.0968,122.1498,0.2441,0.01,0.0985,1.9245,0.7342,-0.0981,0.593,0.2648,-1.1933,2.9332,-0.6469,-1.1928,-0.8233,-0.3184,-0.3561,-0.0701,-0.0091,0.3544,0.0036,6.6168,45.3597,0.0945,0.0275,45.2598,0.0667,0.0021,1,5.91
S45,0,114.036,7.5982,0.0742,114.3142,19.5279,-0.0007,115.3149,7.7493,0.0671,115.575,19.5279,-0.0003,36.8399,0.3281,0.0245,36.7627,0.0462,0.0014,47.8667,6.4708,0.0445,48.3021,19.4493,-0.0037,175.1509,7.8391,0.1344,175.3243,19.6075,0.0013,127.2842,1.3683,0.0899,127.0222,0.1582,0.005,-0.0832,-1.7105,0.7631,-0.0823,-0.0039,-0.5861,-1.195,2.0405,-0.5253,-1.1952,-1.215,-0.9119,0.3231,0.0432,0.3309,0.3216,0.0024,-2.0703,47.2115,0.1236,0.0241,47.1147,0.0598,0.0015,3,5.69
S45,1,148.6401,7.1388,0.0595,148.8527,22.8405,0.0003,148.2557,7.1486,0.0486,148.4306,22.8364,0.0008,60.4735,0.1606,0.0306,60.3718,0.3626,0.0013,44.8405,6.5842,0.0271,45.3213,22.2537,-0.0021,254.0039,7.3641,0.1458,254.0974,23.4758,0.0018,209.1634,0.7799,0.1187,208.7761,1.2221,0.0039,0.0153,-0.5783,1.0737,0.0169,0.0321,-0.3934,-1.2,0.0886,0.1555,-1.2003,-1.2106,-1.4698,0.4068,0.0225,0.5139,0.4056,0.0159,4.2398,77.6461,0.1831,0.0242,77.5242,0.4669,0.0012,2,7.23
S45,2,96.7339,17.6821,0.1809,98.3368,18.6955,0,96.9025,17.7708,0.1814,98.5185,18.6962,-0.0008,8.5093,1.4574,0.0015,8.6317,0.0087,0.0014,81.8515,15.0529,0.1749,83.2242,18.6658,-0.0015,110.6522,19.5517,0.1819,112.3663,18.7087,0.0024,28.8007,4.4988,0.007,29.1421,0.043,0.0039,-0.0612,-0.1936,-2.5204,-0.066,-0.9745,0.4784,-1.2373,-1.3126,5.2942,-1.2412,1.286,-1.5125,0.088,0.0824,0.0084,0.0878,0.0005,37.9989,11.1577,2.0209,0.0002,11.3392,0.0082,0.001,1,1.6
S46,0,102.9954,7.2368,0.0841,103.291,19.3322,-0.0003,104.8025,7.4753,0.0725,105.0783,19.3228,-0.0003,41.3532,0.55,0.0366,41.2528,0.188,0.0025,28.0775,5.202,0.0433,28.5553,19.0721,-0.0049,170.8748,7.6156,0.1832,171.0352,19.6689,0.0057,142.7974,2.4136,0.1399,142.4799,0.5967,0.0106,-0.1039,-1.9778,0.951,-0.1032,0.1505,0.3238,-1.1927,3.05,-0.1012,-1.1925,-1.2812,-0.355,0.4015,0.076,0.4347,0.3994,0.0097,-7.6566,52.9228,0.159,0.0325,52.7954,0.2523,0.0024,3,6.35
S46,1,134.8455,7.0279,0.0608,135.0609,19.3966,0.0004,134.8632,7.0031,0.052,135.0458,19.3935,0,47.4223,0.1556,0.0264,47.3302,0.0397,0.0033,52.8904,6.7449,0.0311,53.3444,19.3084,-0.0052,216.7925,7.2779,0.1306,216.8974,19.4867,0.0081,163.9021,0.533,0.0995,163.553,0.1783,0.0133,-0.0003,0.1442,0.9306,0.0014,0.4157,0.3584,-1.2016,-1.2454,-0.2013,-1.202,-0.2148,-0.5549,0.3517,0.0221,0.4348,0.3504,0.002,8.441,60.9289,0.1834,0.0229,60.8204,0.038,0.0038,3,6.43
S46,2,91.3958,15.198,0.1648,92.6509,19.5032,0.0028,91.4766,15.2327,0.165,92.7362,19.5136,0.0012,14.4176,2.3752,0.0009,14.6116,0.0511,0.0033,66.4024,11.0701,0.1599,67.3189,19.3816,-0.0016,115.4072,18.6147,0.1656,116.8988,19.571,0.0094,49.0048,7.5446,0.0057,49.5799,0.1895,0.0109,-0.0246,-0.0679,-3.4459,-0.0259,-0.7622,0.4493,-1.225,-1.284,12.4035,-1.227,-0.4184,-1.1998,0.1577,0.1563,0.0056,0.1577,0.0026,1.1664,18.6402,3.1614,0.0003,18.9063,0.0483,0.0032,1,2.56
S47,3,-57.2509,16.694,2.8589,59.6362,17.1067,-0.0008,-57.4601,16.6929,2.8589,59.8358,17.1058,-0.0007,9.8343,3.2264,0.006,10.3441,0.0051,0.0001,-73.808,11.1414,2.849,41.5533,17.0914,-0.0012,-40.0318,22.2369,2.8701,77.0851,17.1259,-0.0002,33.7762,11.0955,0.0212,35.5317,0.0345,0.0009,0.0471,-0.0033,0.0914,-0.043,1.8112,-0.3305,-1.2111,-1.2085,-1.1344,-1.211,5.3126,3.8951,-0.1718,0.1933,0.0021,0.1735,0.0003,-0.1807,12.6885,4.1632,0.0076,13.3536,0.0019,0,1,2.03
S47,2,-72.6592,-14.1325,-2.9491,74.021,17.0972,0.0006,-72.7462,-14.1214,-2.9497,74.1042,17.0983,0.0005,16.6573,3.1326,0.0019,16.9488,0.0102,0.0008,-100.4608,-18.8914,-2.9557,44.6413,17.057,-0.0011,-43.7783,-8.7354,-2.9446,102.2216,17.1103,0.0029,56.6825,10.156,0.0111,57.5803,0.0533,0.004,0.0192,0.0208,-0.049,-0.0193,-1.1176,0.5411,-1.2197,-1.2547,1.6986,-1.2212,1.7518,0.4656,-0.2293,-0.2217,-0.0006,0.229,0.0006,1.3371,21.4968,4.0974,0.0004,21.8698,0.0103,0.0007,1,3.36
S47,0,-92.3989,-7.2697,-3.0515,92.7165,16.6086,-0.0002,-93.896,-7.6492,-3.0603,94.2071,16.6066,-0.0001,34.7793,0.7098,0.0316,34.7009,0.0321,0.0008,-149.5521,-7.7104,-3.0901,29.9507,16.5465,-0.0052,-29.573,-4.7416,-2.9826,149.7504,16.6722,0.0014,119.9791,2.9689,0.1075,119.7997,0.1257,0.0066,0.1001,1.8609,0.6459,-0.1005,0.2174,-4.2025,-1.1947,2.5395,-0.8141,-1.1934,-1.1139,20.5856,-0.3764,-0.0976,-0.0104,0.3743,0.0019,-4.5596,44.5707,0.0893,0.0328,44.4496,0.0405,0.0002,1,6.11
S48,3,102.1593,-23.4452,-0.2256,104.815,24.3729,-0.0112,102.1452,-23.4411,-0.2256,104.8004,24.371,-0.0098,2.5253,0.5742,0.0001,2.5898,0.0227,0.0064,97.9126,-24.4226,-0.2257,100.4598,24.3341,-0.0237,106.4483,-22.4788,-0.2255,109.2141,24.4102,-0.0032,8.5357,1.9438,0.0002,8.7542,0.0761,0.0205,0.0127,-0.0144,-0.2074,0.0128,0.0148,-0.4694,-1.1942,-1.1934,-1.0438,-1.1941,-1.2778,-1.0881,0.0247,-0.0245,-0.0002,0.0247,0.0009,-0.5671,3.2341,0.7363,0.0001,3.3168,0.0298,0.0075,1,0.37
S48,0,138.7058,6.4536,0.054,138.8765,27.2904,0.0021,140.3085,6.571,0.0468,140.4623,27.293,-0.0024,51.1808,0.3578,0.0212,51.126,0.2603,0.0105,47.288,5.118,0.03,47.5642,26.8356,-0.0138,223.9675,6.7206,0.1078,224.0683,27.6849,0.0282,176.6794,1.6026,0.0778,176.5041,0.8493,0.042,-0.0742,-2.0045,0.8667,-0.0737,-0.0558,0.9654,-1.1976,3.2756,-0.3737,-1.1976,-1.2626,0.0903,0.369,0.0554,0.3927,0.3681,0.0095,5.0576,65.6375,0.1678,0.0189,65.5667,0.3427,0.0061,1,5.85
S49,2,-64.7048,-15.6716,-2.9042,66.5757,13.0371,-0.0002,-64.7119,-15.6726,-2.904,66.5827,13.0393,0.0002,6.9512,1.8007,0.0018,7.1797,0.0216,0.0009,-76.719,-18.7685,-2.9076,54.2035,13.0018,-0.0034,-52.7259,-12.5696,-2.9016,78.9814,13.0648,0.0012,23.9931,6.1989,0.0059,24.7779,0.063,0.0046,0.001,0.0011,-0.2586,-0.001,-0.1461,-1.9937,-1.199,-1.2007,-1.1315,-1.1991,-1.4686,3.3241,-0.1074,-0.1149,-0.0006,0.1078,0.0017,-5.8363,8.8876,2.3013,0.0022,9.1794,0.0313,0.0004,1,1.84
S49,3,-38.6415,14.3836,2.7901,41.2352,13.4303,0.0007,-38.745,14.3912,2.786,41.3314,13.4353,0.0006,12.6649,5.2363,0.0154,13.694,0.0918,0.0004,-59.9826,5.34,2.7699,17.4882,13.2606,0,-16.653,23.3789,2.8313,64.3777,13.5742,0.0017,43.3296,18.0389,0.0613,46.8895,0.3136,0.0017,0.0277,-0.0043,0.8458,-0.0239,-0.1432,0.6611,-1.2234,-1.2061,-0.1599,-1.2214,-1.256,-0.3096,-0.3278,0.364,0.0055,0.3321,0.0068,0.6311,16.4315,6.722,0.0141,17.74,0.1205,0.0003,1,3.28
S49,1,-96.1333,-7.2097,-3.0553,96.4387,11.9699,-0.0002,-95.9259,-7.4153,-3.0642,96.2139,11.9824,-0.0003,35.5675,0.4312,0.032,35.4739,0.2026,0.0008,-158.0442,-7.4464,-3.0948,35.5903,11.6047,-0.0024,-35.1549,-5.5502,-2.985,158.2172,12.3032,0.0007,122.8892,1.8962,0.1098,122.6269,0.6986,0.0031,-0.0147,2.162,0.6343,0.0154,-0.1705,-0.9989,-1.2017,3.7757,-0.8261,-1.2009,-1.1351,0.3846,-0.37,-0.0598,-0.0105,0.3678,0.0169,-3.4246,45.7041,0.0418,0.0334,45.5695,0.2461,0.001,1,6.81
S5,3,-74,17.9046,2.9047,76.1357,21.3523,0.0027,-74.1926,17.9337,2.9044,76.3292,21.3559,0.0034,11.0209,2.9392,0.0036,11.4029,0.0151,0.0018,-92.6476,12.7978,2.8992,56.2335,21.3001,-0.0009,-54.7579,22.9102,2.912,95.4382,21.3702,0.0044,37.8897,10.1124,0.0128,39.2047,0.07,0.0053,0.0386,-0.0242,0.2607,-0.0376,-1.2989,-0.8136,-1.2067,-1.2058,-1.0777,-1.2067,1.1077,-0.8925,-0.1489,0.1642,0.0013,0.1498,0.0007,0.6747,14.1984,3.7753,0.0045,14.6825,0.011,0.0011,1,1.82
S5,2,-96.457,-15.4326,-2.9827,97.6839,21.0729,-0.0015,-96.5295,-15.494,-2.9824,97.7651,21.0991,-0.0016,16.3986,2.4987,0.0015,16.5871,0.0491,0.0024,-123.8702,-19.012,-2.9894,68.957,20.9261,-0.005,-68.0693,-11.0289,-2.981,125.3191,21.1115,0.002,55.8009,7.9831,0.0084,56.3621,0.1854,0.007,0.0206,0.0898,-2.1917,-0.0224,-1.3683,0.0096,-1.223,-1.2705,5.5687,-1.2246,0.7915,-1.8119,-0.17,-0.1619,-0.0005,0.1698,0.0023,-1.5653,21.2425,3.3077,0.001,21.4983,0.0163,0.0036,1,2.69
S5,0,-97.6482,-7.1589,-3.0549,97.9462,18.7626,0.0004,-99.3325,-7.5795,-3.0654,99.6213,18.773,0.0003,40.022,0.8095,0.0341,39.9423,0.101,0.0024,-163.4406,-7.7095,-3.0945,25.8062,18.5937,-0.0053,-25.4618,-4.202,-2.978,163.6223,18.9135,0.0068,137.9788,3.5075,0.1164,137.8161,0.3198,0.0121,0.0991,1.9404,0.7354,-0.0993,-0.1902,-0.2008,-1.1961,2.8763,-0.6849,-1.1947,-1.4029,0.2622,-0.4099,-0.1131,-0.0112,0.4078,0.0054,5.4937,51.3002,0.1331,0.0331,51.1739,0.1384,0.0022,1,6.31
S50,3,-51.4017,16.4895,2.8326,53.9835,15.282,0.0013,-51.5902,16.4882,2.8323,54.161,15.2925,0.0013,8.8507,3.284,0.0082,9.4305,0.0527,0.0001,-66.2895,10.8408,2.8193,37.5136,15.1759,0.0012,-35.913,22.1361,2.8484,69.8878,15.3597,0.0015,30.3764,11.2953,0.0291,32.3742,0.1839,0.0003,0.0482,-0.0021,0.1539,-0.0429,-0.363,-0.1102,-1.2136,-1.2081,-1.0966,-1.2131,-1.103,-1.2897,-0.1722,0.1992,0.0029,0.1747,0.0035,0.0669,11.4331,4.2319,0.0102,12.1795,0.0621,0.0001,1,2.05
S50,2,-81.0515,-15.6568,-2.9501,82.5505,18.028,0.0011,-81.1949,-15.688,-2.9507,82.6966,18.1005,0.001,13.7344,2.3543,0.0038,13.9312,0.1603,0.0002,-103.6992,-19.0657,-2.9598,58.3104,17.6514,0,-57.1555,-11.5476,-2.9422,105.4363,18.1748,0.0015,46.5437,7.5181,0.0176,47.1259,0.5234,0.0015,0.0362,0.0649,0.0793,-0.0372,-0.9435,-0.9639,-1.2292,-1.2724,-0.3731,-1.2309,-0.5078,2.2222,-0.1695,-0.1504,-0.0013,0.1688,0.0089,0.2299,17.8504,3.1115,0.0036,18.1164,0.1054,0.0003,1,2.63
S50,0,-89.5292,-7.2473,-3.0444,89.8625,17.2447,-0.0001,-91.2235,-7.7513,-3.0568,91.5522,17.2515,-0.0002,39.3146,1.0939,0.0385,39.2372,0.0404,0.0011,-154.064,-7.9988,-3.0899,19.1495,17.1089,-0.0028,-18.8537,-3.3529,-2.9656,154.2703,17.2999,0.0023,135.2103,4.646,0.1243,135.1208,0.191,0.0052,0.1,1.8936,0.6725,-0.1012,-1.1897,-0.2899,-1.1987,2.7188,-0.8702,-1.1961,1.3211,-0.5269,-0.4391,-0.1509,-0.0127,0.4366,0.0023,-9.2115,50.3714,0.3417,0.0375,50.2568,0.0388,0.0013,1,6.62
S51,1,-29.7672,44.5982,2.1593,53.6198,-0.0295,-0.0013,-29.7672,44.5982,2.1593,53.6198,-0.0295,-0.0013,0,0,0,0,0,0,-29.7672,44.5982,2.1593,53.6198,-0.0295,-0.0013,-29.7672,44.5982,2.1593,53.6198,-0.0295,-0.0013,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
S51,3,-57.0611,18.0275,2.8363,59.8416,16.5467,0.0004,-57.2483,18.0176,2.8367,60.0167,16.5508,0.0003,9.7249,3.3223,0.0041,10.2739,0.0422,0.002,-73.4528,12.3177,2.8289,41.9176,16.452,-0.0035,-40.0669,23.7461,2.8433,77.1958,16.6132,0.005,33.3858,11.4284,0.0144,35.2782,0.1612,0.0085,0.0439,0.0026,-0.1461,-0.0392,-0.4266,0.3645,-1.2129,-1.2077,-1.1253,-1.2125,-0.7485,0.0113,-0.1704,0.1843,0.0014,0.1717,0.0026,5.1715,12.5628,4.2815,0.005,13.269,0.0454,0.0016,1,2.07
S51,2,-72.3855,-14.6408,-2.9422,73.8513,15.7926,0.0001,-72.3788,-14.6526,-2.9418,73.847,15.8068,0.0003,11.7006,2.4567,0.0013,11.9553,0.03,0.0007,-92.6316,-18.849,-2.9453,53.2477,15.6963,-0.0015,-52.2251,-10.3856,-2.9407,94.5299,15.8161,0.0016,40.4065,8.4634,0.0045,41.2822,0.1198,0.003,-0.002,0.0118,-0.7118,0.0014,-1.5235,-0.2968,-1.2003,-1.2022,-0.7081,-1.2004,1.0373,0.0953,-0.1616,-0.1678,-0.0005,0.1619,0.0019,4.643,14.9717,3.1576,0.0014,15.2962,0.0084,0.0003,1,2.56
S52,0,93.9167,6.6772,0.0807,94.1812,16.2835,-0.0002,95.2334,6.8577,0.0719,95.48,16.2757,-0.0001,32.8849,0.3864,0.0289,32.8085,0.0968,0.0005,34.7085,5.2741,0.0472,35.1069,16.1169,-0.0053,148.1235,6.9897,0.1508,148.2883,16.4841,0.0002,113.415,1.7156,0.1036,113.1814,0.3672,0.0055,-0.0943,-1.9099,0.7822,-0.0935,0.253,-5.996,-1.1962,2.8074,-0.5384,-1.1959,-0.9876,44.136,0.3501,0.0579,0.3578,0.3484,0.0059,-2.5361,42.1443,0.1071,0.0278,42.064,0.1153,0.0001,3,5.9
